id;codigo;descripcion_diagnostico;estado;num_dias_maximo_solicitud;dias_maximo_evento;capitulo_grupo;categoria_subgrupo;contingencia;tipo_licencia;genero_comfe;cie_min_salud;genero_minsalud;limite_edad_inferior_minsalud;limite_edad_maxima_minsalud;tipo_diagnostico;aplica_notificacion;opcion_liquidacion;diagnostico_centinela;indicio_at_el;observacion1;observacion2;observacion3;observacion4
3195;H918;OTRAS HIPOACUSIAS ESPECIFICADAS;1;5;;8;4;1;;A;SI;A;0;999;0;s;I;N;;;;;
3196;H919;HIPOACUSIA  NO ESPECIFICADA;1;5;;8;4;1;;A;SI;A;0;999;0;s;I;N;;;;;
3197;H920;OTALGIA;1;2;;8;4;1;;A;SI;A;0;999;0;s;I;N;;;;;
3198;H921;OTORREA;1;15;;8;4;1;;A;SI;A;0;999;0;s;I;N;;;;;
3199;H922;OTORRAGIA;1;30;;8;4;1;;A;SI;A;0;999;0;s;I;N;;;;;
3200;H930;TRASTORNOS DEGENERATIVOS Y VASCULARES DEL OIDO;1;2;;8;4;1;;A;SI;A;0;999;0;s;I;N;;;;;
3201;H931;TINNITUS;1;5;;8;4;1;;A;SI;A;0;999;0;s;I;N;;;;;
3202;H932;OTRAS PERCEPCIONES AUDITIVAS ANORMALES;1;5;;8;4;1;;A;SI;A;0;999;0;s;I;N;;;;;
3203;H933;TRASTORNOS DEL NERVIO AUDITIVO;1;5;;8;4;1;;A;SI;A;0;999;0;s;I;N;;;;;
3204;H938;OTROS TRASTORNOS ESPECIFICADOS DEL OIDO;1;5;;8;4;1;;A;SI;A;0;999;0;s;I;N;;;;;
3205;H939;TRASTORNO DEL OIDO  NO ESPECIFICADO;1;2;;8;4;1;;A;SI;A;0;999;0;s;I;N;;;;;
3206;H940;NEURITIS DEL NERVIO AUDITIVO EN ENFERMEDADES INFECCIOSAS Y PARASITARIAS CLASIFICADAS EN OTRA PARTE;1;30;;8;4;1;;A;SI;A;0;999;0;s;I;N;;;;;
3207;H948;OTROS TRASTORNOS ESPECIFICADOS DEL OIDO EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE;1;5;;8;4;1;;A;SI;A;0;999;0;s;I;N;;;;;
3208;H950;COLESTEATOMA RECURRENTE DE LA CAVIDAD RESULTANTE DE LA MASTOIDECTOMIA;1;30;;8;4;1;;A;SI;A;0;999;0;s;I;N;;;;;
3209;H951;OTROS TRASTORNOS POSTERIORES A LA MASTOIDECTOMIA;1;30;;8;4;1;;A;SI;A;0;999;0;s;I;N;;;;;
3210;H958;OTROS TRASTORNOS DEL OIDO Y DE LA APOFISIS MASTOIDES  CONSECUTIVOS A PROCEDIMIENTOS;1;30;;8;4;1;;A;SI;A;0;999;0;s;I;N;;;;;
3211;H959;TRASTORNOS NO ESPECIFICADOS DEL OIDO Y DE LA APOFISIS MASTOIDES  CONSECUTIVOS A PROCEDIMIENTOS;1;30;;8;4;1;;A;SI;A;0;999;0;s;I;N;;;;;
3212;I00X;FIEBRE REUMATICA SIN MENCION DE COMPLICACION CARDIACA;1;20;;9;1;1;;A;SI;A;0;999;0;s;I;N;;;;;
3213;I010;PERICARDITIS REUMATICA AGUDA;1;30;;9;1;1;;A;SI;A;0;999;5;s;I;N;;;;;
3214;I011;ENDOCARDITIS REUMATICA AGUDA;1;30;;9;1;1;;A;SI;A;0;999;0;s;I;N;;;;;
3215;I012;MIOCARDITIS REUMATICA AGUDA;1;30;;9;1;1;;A;SI;A;0;999;0;s;I;N;;;;;
3216;I018;OTRAS ENFERMEDADES REUMATICAS AGUDAS DEL CORAZON;1;30;;9;1;1;;A;SI;A;0;999;0;s;I;N;;;;;
3217;I019;ENFERMEDAD REUMATICA AGUDA DEL CORAZON  NO ESPECIFICADA;1;30;;9;1;1;;A;SI;A;0;999;0;s;I;N;;;;;
3218;I020;COREA REUMATICA CON COMPLICACION CARDIACA;1;30;;9;1;1;;A;SI;A;0;999;0;s;I;N;;;;;
3219;I029;COREA REUMATICA SIN MENCION DE COMPLICACION CARDIACA;1;30;;9;1;1;;A;SI;A;0;999;0;s;I;N;;;;;
3220;I050;ESTENOSIS MITRAL;1;30;;9;2;1;;A;SI;A;001A;120A;0;s;I;N;;;;;
3221;I051;INSUFICIENCIA MITRAL REUMATICA;1;30;;9;2;1;;A;SI;A;001A;120A;0;s;I;N;;;;;
3222;I052;ESTENOSIS MITRAL CON INSUFICIENCIA;1;30;;9;2;1;;A;SI;A;001A;120A;0;s;I;N;;;;;
3223;I058;OTRAS ENFERMEDADES DE LA VALVULA MITRAL;1;30;;9;2;1;;A;SI;A;001A;120A;0;s;I;N;;;;;
3224;I059;ENFERMEDAD VALVULAR MITRAL  NO ESPECIFICADA;1;30;;9;2;1;;A;SI;A;001A;120A;0;s;I;N;;;;;
3225;I060;ESTENOSIS AORTICA REUMATICA;1;30;;9;2;1;;A;SI;A;001A;120A;0;s;I;N;;;;;
3226;I061;INSUFICIENCIA AORTICA REUMATICA;1;30;;9;2;1;;A;SI;A;001A;120A;0;s;I;N;;;;;
3227;I062;ESTENOSIS AORTICA REUMATICA CON INSUFICIENCIA;1;30;;9;2;1;;A;SI;A;001A;120A;0;s;I;N;;;;;
3228;I068;OTRAS ENFERMEDADES REUMATICAS DE LA VALVULA AORTICA;1;30;;9;2;1;;A;SI;A;001A;120A;0;s;I;N;;;;;
3229;I069;ENFERMEDAD VALVULAR AORTICA REUMATICA  NO ESPECIFICADA;1;30;;9;2;1;;A;SI;A;001A;120A;0;s;I;N;;;;;
3230;I070;ESTENOSIS TRICUSPIDE;1;30;;9;2;1;;A;SI;A;001A;120A;0;s;I;N;;;;;
3231;I071;INSUFICIENCIA TRICUSPIDE;1;30;;9;2;1;;A;SI;A;001A;120A;0;s;I;N;;;;;
3232;I072;ESTENOSIS E INSUFICIENCIA TRICUSPIDE;1;30;;9;2;1;;A;SI;A;001A;120A;0;s;I;N;;;;;
3233;I078;OTRAS ENFERMEDADES DE LA VALVULA TRICUSPIDE;1;30;;9;2;1;;A;SI;A;001A;120A;0;s;I;N;;;;;
3234;I079;ENFERMEDAD DE LA VALVULA TRICUSPIDE  NO ESPECIFICADA;1;30;;9;2;1;;A;SI;A;001A;120A;0;s;I;N;;;;;
3235;I080;TRASTORNOS DE LAS VALVULAS MITRAL Y AORTICA;1;30;;9;2;1;;A;SI;A;001A;120A;0;s;I;N;;;;;
3236;I081;TRASTORNOS DE LAS VALVULAS MITRAL Y TRICUSPIDE;1;30;;9;2;1;;A;SI;A;001A;120A;0;s;I;N;;;;;
3237;I082;TRASTORNOS DE LAS VALVULAS AORTICA Y TRICUSPIDE;1;30;;9;2;1;;A;SI;A;001A;120A;0;s;I;N;;;;;
3238;I083;TRASTORNOS COMBINADOS DE LAS VALVULAS MITRAL  TRICUSPIDE Y AORTICA;1;30;;9;2;1;;A;SI;A;001A;120A;0;s;I;N;;;;;
3239;I088;OTRAS ENFERMEDADES DE MULTIPLES VALVULAS;1;20;;9;2;1;;A;SI;A;001A;120A;0;s;I;N;;;;;
3240;I089;ENFERMEDAD DE MULTIPLES VALVULAS  NO ESPECIFICADA;1;20;;9;2;1;;A;SI;A;001A;120A;0;s;I;N;;;;;
3241;I090;MIOCARDITIS REUMATICA;1;30;;9;2;1;;A;SI;A;001A;120A;0;s;I;N;;;;;
3242;I091;ENFERMEDADES REUMATICAS DEL ENDOCARDIO  VALVULA NO ESPECIFICADA;1;30;;9;2;1;;A;SI;A;001A;120A;0;s;I;N;;;;;
3243;I092;PERICARDITIS REUMATICA CRONICA;1;30;;9;2;1;;A;SI;A;001A;120A;0;s;I;N;;;;;
3244;I098;OTRAS ENFERMEDADES REUMATICAS ESPECIFICADAS DEL CORAZON;1;30;;9;2;1;;A;SI;A;001A;120A;0;s;I;N;;;;;
3245;I099;ENFERMEDAD REUMATICA DEL CORAZON  NO ESPECIFICADA;1;30;;9;2;1;;A;SI;A;001A;120A;0;s;I;N;;;;;
3246;I10X;HIPERTENSION ESENCIAL (PRIMARIA);1;8;;9;3;1;;A;SI;A;028D;120A;0;s;I;N;;;;;
3247;I110;ENFERMEDAD CARDIACA HIPERTENSIVA CON INSUFICIENCIA CARDIACA (CONGESTIVA);1;15;;9;3;1;;A;SI;A;028D;120A;0;s;I;N;;;;;
3248;I119;ENFERMEDAD CARDIACA HIPERTENSIVA SIN INSUFICIENCIA CARDIACA (CONGESTIVA);1;20;;9;3;1;;A;SI;A;028D;120A;0;s;I;N;;;;;
3249;I120;ENFERMEDAD RENAL HIPERTENSIVA CON INSUFICIENCIA RENAL;1;10;;9;3;1;;A;SI;A;028D;120A;0;s;I;N;;;;;
3250;I129;ENFERMEDAD RENAL HIPERTENSIVA SIN INSUFICIENCIA RENAL;1;20;;9;3;1;;A;SI;A;028D;120A;0;s;I;N;;;;;
3251;I130;ENFERMEDAD CARDIORRENAL HIPERTENSIVA CON INSUFICIENCIA CARDIACA (CONGESTIVA);1;30;;9;3;1;;A;SI;A;028D;120A;0;s;I;N;;;;;
3252;I131;ENFERMEDAD CARDIORRENAL HIPERTENSIVA CON INSUFICIENCIA RENAL;1;30;;9;3;1;;A;SI;A;028D;120A;0;s;I;N;;;;;
3253;I132;ENFERMEDAD CARDIORRENAL HIPERTENSIVA CON INSUFICIENCIA CARDIACA (CONGESTIVA) E INSUFICIENCIA RENAL;1;30;;9;3;1;;A;SI;A;028D;120A;0;s;I;N;;;;;
3254;I139;ENFERMEDAD CARDIORRENAL HIPERTENSIVA  NO ESPECIFICADA;1;30;;9;3;1;;A;SI;A;028D;120A;0;s;I;N;;;;;
3255;I150;HIPERTENSION RENOVASCULAR;1;30;;9;3;1;;A;SI;A;015A;120A;0;s;I;N;;;;;
3256;I151;HIPERTENSION SECUNDARIA A OTROS TRASTORNOS RENALES;1;20;;9;3;1;;A;SI;A;015A;120A;0;s;I;N;;;;;
3257;I152;HIPERTENSION SECUNDARIA A TRASTORNOS ENDOCRINOS;1;20;;9;3;1;;A;SI;A;015A;120A;0;s;I;N;;;;;
3258;I158;OTROS TIPOS DE HIPERTENSION SECUNDARIA;1;20;;9;3;1;;A;SI;A;015A;120A;0;s;I;N;;;;;
3259;I159;HIPERTENSION SECUNDARIA  NO ESPECIFICADA;1;20;;9;3;1;;A;SI;A;015A;120A;0;s;I;N;;;;;
3260;I200;ANGINA INESTABLE;1;20;;9;4;1;;A;SI;A;020A;120A;0;s;I;N;;;;;
3261;I201;ANGINA DE PECHO CON ESPASMO DOCUMENTADO;1;10;;9;4;1;;A;SI;A;020A;120A;0;s;I;N;;;;;
3262;I208;OTRAS FORMAS ESPECIFICADAS DE ANGINA DE PECHO;1;10;;9;4;1;;A;SI;A;020A;120A;0;s;I;N;;;;;
3263;I209;ANGINA DE PECHO  NO ESPECIFICADA;1;10;;9;4;1;;A;SI;A;020A;120A;0;s;I;N;;;;;
3264;I210;INFARTO TRANSMURAL AGUDO DEL MIOCARDIO DE LA PARED ANTERIOR;1;10;;9;4;1;;A;SI;A;015A;120A;0;s;I;N;;;;;
3265;I211;INFARTO TRANSMURAL AGUDO DEL MIOCARDIO DE LA PARED INFERIOR;1;30;;9;4;1;;A;SI;A;015A;120A;0;s;I;N;;;;;
3266;I212;INFARTO AGUDO TRANSMURAL DEL MIOCARDIO DE OTROS SITIOS;1;30;;9;4;1;;A;SI;A;015A;120A;0;s;I;N;;;;;
3267;I213;INFARTO TRANSMURAL AGUDO DEL MIOCARDIO  DE SITIO NO ESPECIFICADO;1;30;;9;4;1;;A;SI;A;015A;120A;0;s;I;N;;;;;
3268;I214;INFARTO SUBENDOCARDICO AGUDO DEL MIOCARDIO;1;30;;9;4;1;;A;SI;A;015A;120A;0;s;I;N;;;;;
3269;I219;INFARTO AGUDO DEL MIOCARDIO  SIN OTRA ESPECIFICACION;1;30;;9;4;1;;A;SI;A;015A;120A;0;s;I;N;;;;;
3270;I220;INFARTO SUBSECUENTE DEL MIOCARDIO DE LA PARED ANTERIOR;1;30;;9;4;1;;A;SI;A;015A;120A;0;s;I;N;;;;;
3271;I221;INFARTO SUBSECUENTE DEL MIOCARDIO DE LA PARED INFERIOR;1;20;;9;4;1;;A;SI;A;015A;120A;0;s;I;N;;;;;
3272;I228;INFARTO SUBSECUENTE DEL MIOCARDIO DE OTROS SITIOS;1;20;;9;4;1;;A;SI;A;015A;120A;0;s;I;N;;;;;
3273;I229;INFARTO SUBSECUENTE DEL MIOCARDIO  DE PARTE NO ESPECIFICADA;1;20;;9;4;1;;A;SI;A;015A;120A;0;s;I;N;;;;;
3274;I230;HEMOPERICARDIO COMO COMPLICACION PRESENTE POSTERIOR AL INFARTO AGUDO DEL MIOCARDIO;1;20;;9;4;1;;A;SI;A;015A;120A;0;s;I;N;;;;;
3275;I231;DEFECTO DEL TABIQUE AURICULAR COMO COMPLICACION PRESENTE POSTERIOR AL INFARTO DEL MIOCARDIO;1;15;;9;4;1;;A;SI;A;015A;120A;0;s;I;N;;;;;
3276;I232;DEFECTO DEL TABIQUE VENTRICULAR COMO COMPLICACION PRESENTE POSTERIOR AL INFARTO DEL MIOCARDIO;1;15;;9;4;1;;A;SI;A;015A;120A;0;s;I;N;;;;;
3277;I233;RUPTURA DE LA PARED CARDIACA SIN HEMOPERICARDIO COMO COMPLICACION PRESENTE POSTERIOR AL INFARTO AGUDO DEL MIOCARDIO;1;15;;9;4;1;;A;SI;A;015A;120A;0;s;I;N;;;;;
3278;I234;RUPTURA DE LAS CUERDAS TENDINOSAS COMO COMPLICACION PRESENTE POSTERIOR AL INFARTO AGUDO DEL MIOCARDIO;1;15;;9;4;1;;A;SI;A;015A;120A;0;s;I;N;;;;;
3279;I235;RUPTURA DE MUSCULO PAPILAR COMO COMPLICACION PRESENTE POSTERIOR AL INFARTO AGUDO DEL MIOCARDIO;1;30;;9;4;1;;A;SI;A;015A;120A;0;s;I;N;;;;;
3280;I236;TROMBOSIS DE LA AURICULA  APENDICE AURICULAR Y VENTRICULO COMO COMPLICACION PRESENTE POSTERIOR AL INFARTO AGUDO DEL MIOCARDIO;1;30;;9;4;1;;A;SI;A;015A;120A;0;s;I;N;;;;;
3281;I238;OTRAS COMPLICACIONES PRESENTES POSTERIORES AL INFARTO AGUDO DEL MIOCARDIO;1;15;;9;4;1;;A;SI;A;015A;120A;0;s;I;N;;;;;
3282;I240;TROMBOSIS CORONARIA QUE NO RESULTA EN INFARTO DEL MIOCARDIO;1;15;;9;4;1;;A;SI;A;015A;120A;0;s;I;N;;;;;
3283;I241;SINDROME DE DRESSLER;1;20;;9;4;1;;A;SI;A;015A;120A;0;s;I;N;;;;;
3284;I248;OTRAS FORMAS DE ENFERMEDAD ISQUEMICA AGUDA DEL CORAZON;1;20;;9;4;1;;A;SI;A;015A;120A;0;s;I;N;;;;;
3285;I249;ENFERMEDAD ISQUEMICA AGUDA DEL CORAZON  NO ESPECIFICADA;1;20;;9;4;1;;A;SI;A;015A;120A;0;s;I;N;;;;;
3286;I250;ENFERMEDAD CARDIOVASCULAR ATEROSCLEROTICA  ASI DESCRITA;1;15;;9;4;1;;A;SI;A;015A;120A;0;s;I;N;;;;;
3287;I251;ENFERMEDAD ATEROSCLEROTICA DEL CORAZON;1;30;;9;4;1;;A;SI;A;015A;120A;0;s;I;N;;;;;
3288;I252;INFARTO ANTIGUO DEL MIOCARDIO;1;10;;9;4;1;;A;SI;A;015A;120A;0;s;I;N;;;;;
3289;I253;ANEURISMA CARDIACO;1;20;;9;4;1;;A;SI;A;015A;120A;0;s;I;N;;;;;
3290;I254;ANEURISMA DE ARTERIA CORONARIA;1;10;;9;4;1;;A;SI;A;015A;120A;0;s;I;N;;;;;
3291;I255;CARDIOMIOPATIA ISQUEMICA;1;10;;9;4;1;;A;SI;A;015A;120A;0;s;I;N;;;;;
3292;I256;ISQUEMIA SILENTE DEL MIOCARDIO;1;10;;9;4;1;;A;SI;A;015A;120A;0;s;I;N;;;;;
3293;I258;OTRAS FORMAS DE ENFERMEDAD ISQUEMICA CRONICA DEL CORAZON;1;30;;9;4;1;;A;SI;A;015A;120A;0;s;I;N;;;;;
3294;I259;ENFERMEDAD ISQUEMICA CRONICA DEL CORAZON  NO ESPECIFICADA;1;30;;9;4;1;;A;SI;A;015A;120A;0;s;I;N;;;;;
3295;I260;EMBOLIA PULMONAR CON MENCION DE CORAZON PULMONAR AGUDO;1;30;;9;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
3296;I269;EMBOLIA PULMONAR SIN MENCION DE CORAZON PULMONAR AGUDO;1;30;;9;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
3297;I270;HIPERTENSION PULMONAR PRIMARIA;1;30;;9;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
3298;I271;ENFERMEDAD CIFOSCOLIOTICA DEL CORAZON;1;20;;9;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
3299;I272;Otras hipertensiones pulmonares secundarias;1;30;;9;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
3300;I278;OTRAS ENFERMEDADES CARDIOPULMONARES ESPECIFICADAS;1;20;;9;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
3301;I279;ENFERMEDAD PULMONAR DEL CORAZON  NO ESPECIFICADA;1;30;;9;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
3302;I280;FISTULA ARTERIOVENOSA DE LOS VASOS PULMONARES;1;20;;9;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
3303;I281;ANEURISMA DE LA ARTERIA PULMONAR;1;30;;9;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
3304;I288;OTRAS ENFERMEDADES ESPECIFICADAS DE LOS VASOS PULMONARES;1;30;;9;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
3305;I289;ENFERMEDAD DE LOS VASOS PULMONARES  NO ESPECIFICADA;1;30;;9;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
3306;I300;PERICARDITIS IDIOPATICA AGUDA INESPECIFICA;1;30;;9;6;1;;A;SI;A;0;999;0;s;I;N;;;;;
3307;I301;PERICARDITIS INFECCIOSA;1;30;;9;6;1;;A;SI;A;0;999;0;s;I;N;;;;;
3308;I308;OTRAS FORMAS DE PERICARDITIS AGUDA;1;30;;9;6;1;;A;SI;A;0;999;0;s;I;N;;;;;
3309;I309;PERICARDITIS AGUDA  NO ESPECIFICADA;1;30;;9;6;1;;A;SI;A;0;999;0;s;I;N;;;;;
3310;I310;PERICARDITIS CRONICA ADHESIVA;1;30;;9;6;1;;A;SI;A;028D;120A;0;s;I;N;;;;;
3311;I311;PERICARDITIS CONSTRICTIVA CRONICA;1;30;;9;6;1;;A;SI;A;028D;120A;0;s;I;N;;;;;
3312;I312;HEMOPERICARDIO  NO CLASIFICADO EN OTRA PARTE;1;30;;9;6;1;;A;SI;A;0;999;0;s;I;N;;;;;
3313;I313;DERRAME PERICARDICO (NO INFLAMATORIO);1;30;;9;6;1;;A;SI;A;0;999;0;s;I;N;;;;;
3314;I318;OTRAS ENFERMEDADES ESPECIFICADAS DEL PERICARDIO;1;30;;9;6;1;;A;SI;A;0;999;0;s;I;N;;;;;
3315;I319;ENFERMEDAD DEL PERICARDIO  NO ESPECIFICADA;1;30;;9;6;1;;A;SI;A;0;999;0;s;I;N;;;;;
3316;I320;PERICARDITIS EN ENFERMEDADES BACTERIANAS CLASIFICADAS EN OTRA PARTE;1;30;;9;6;1;;A;SI;A;0;999;0;s;I;N;;;;;
3317;I321;PERICARDITIS EN OTRAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS CLASIFICADAS EN OTRA PARTE;1;30;;9;6;1;;A;SI;A;0;999;0;s;I;N;;;;;
3318;I328;PERICARDITIS EN OTRAS ENFERMEDADES CLASIFICADAS EN OTRA PARTE;1;30;;9;6;1;;A;SI;A;0;999;0;s;I;N;;;;;
3319;I330;ENDOCARDITIS INFECCIOSA AGUDA Y SUBAGUDA;1;30;;9;6;1;;A;SI;A;0;999;0;s;I;N;;;;;
3320;I339;ENDOCARDITIS AGUDA  NO ESPECIFICADA;1;30;;9;6;1;;A;SI;A;0;999;0;s;I;N;;;;;
3321;I340;INSUFICIENCIA (DE LA VALVULA) MITRAL;1;30;;9;6;1;;A;SI;A;0;999;0;s;I;N;;;;;
3322;I341;PROLAPSO (DE LA VALVULA) MITRAL;1;30;;9;6;1;;A;SI;A;0;999;0;s;I;N;;;;;
3323;I342;ESTENOSIS (DE LA VALVULA) MITRAL  NO REUMATICA;1;30;;9;6;1;;A;SI;A;0;999;0;s;I;N;;;;;
3324;I348;OTROS TRASTORNOS NO REUMATICOS DE LA VALVULA MITRAL;1;30;;9;6;1;;A;SI;A;0;999;0;s;I;N;;;;;
3325;I349;TRASTORNO MITRAL NO REUMATICO  NO ESPECIFICADO;1;30;;9;6;1;;A;SI;A;0;999;0;s;I;N;;;;;
3326;I350;ESTENOSIS (DE LA VALVULA) AORTICA;1;30;;9;6;1;;A;SI;A;0;999;0;s;I;N;;;;;
3327;I351;INSUFICIENCIA (DE LA VALVULA) AORTICA;1;30;;9;6;1;;A;SI;A;0;999;0;s;I;N;;;;;
3328;I352;ESTENOSIS (DE LA VALVULA) AORTICA CON INSUFICIENCIA;1;30;;9;6;1;;A;SI;A;0;999;0;s;I;N;;;;;
3329;I358;OTROS TRASTORNOS DE LA VALVULA AORTICA;1;30;;9;6;1;;A;SI;A;0;999;0;s;I;N;;;;;
3330;I359;TRASTORNO DE LA VALVULA AORTICA  NO ESPECIFICADO;1;30;;9;6;1;;A;SI;A;0;999;0;s;I;N;;;;;
3331;I360;ESTENOSIS NO REUMATICA (DE LA VALVULA) TRICUSPIDE;1;30;;9;6;1;;A;SI;A;0;999;0;s;I;N;;;;;
3332;I361;INSUFICIENCIA NO REUMATICA (DE LA VALVULA) TRICUSPIDE;1;30;;9;6;1;;A;SI;A;0;999;0;s;I;N;;;;;
3333;I362;ESTENOSIS CON INSUFICIENCIA NO REUMATICA (DE LA VALVULA) TRICUSPIDE;1;30;;9;6;1;;A;SI;A;0;999;0;s;I;N;;;;;
3334;I368;OTROS TRASTORNOS NO REUMATICOS DE LA VALVULA TRICUSPIDE;1;30;;9;6;1;;A;SI;A;0;999;0;s;I;N;;;;;
3335;I369;TRASTORNO NO REUMATICO DE LA VALVULA TRICUSPIDE  NO ESPECIFICADO;1;30;;9;6;1;;A;SI;A;0;999;0;s;I;N;;;;;
3336;I370;ESTENOSIS DE LA VALVULA PULMONAR;1;30;;9;6;1;;A;SI;A;0;999;0;s;I;N;;;;;
3337;I371;INSUFICIENCIA DE LA VALVULA PULMONAR;1;30;;9;6;1;;A;SI;A;0;999;0;s;I;N;;;;;
3338;I372;ESTENOSIS DE LA VALVULA PULMONAR CON INSUFICIENCIA;1;30;;9;6;1;;A;SI;A;0;999;0;s;I;N;;;;;
3339;I378;OTROS TRASTORNOS DE LA VALVULA PULMONAR;1;30;;9;6;1;;A;SI;A;0;999;0;s;I;N;;;;;
3340;I379;TRASTORNO DE LA VALVULA PULMONAR  NO ESPECIFICADO;1;30;;9;6;1;;A;SI;A;0;999;0;s;I;N;;;;;
3341;I38X;ENDOCARDITIS  VALVULA NO ESPECIFICADA;1;30;;9;6;1;;A;SI;A;0;999;0;s;I;N;;;;;
3342;I390;TRASTORNOS DE LA VALVULA MITRAL EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE;1;30;;9;6;1;;A;SI;A;0;999;0;s;I;N;;;;;
3343;I391;TRASTORNOS DE LA VALVULA AORTICA EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE;1;30;;9;6;1;;A;SI;A;0;999;0;s;I;N;;;;;
3344;I392;TRASTORNOS DE LA VALVULA TRICUSPIDE EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE;1;30;;9;6;1;;A;SI;A;0;999;0;s;I;N;;;;;
3345;I393;TRASTORNOS DE LA VALVULA PULMONAR EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE;1;30;;9;6;1;;A;SI;A;0;999;0;s;I;N;;;;;
3346;I394;TRASTORNOS VALVULARES MULTIPLES EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE;1;30;;9;6;1;;A;SI;A;0;999;0;s;I;N;;;;;
3347;I398;ENDOCARDITIS  VALVULA NO ESPECIFICADA  EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE;1;30;;9;6;1;;A;SI;A;0;999;0;s;I;N;;;;;
3348;I400;MIOCARDITIS INFECCIOSA;1;30;;9;6;1;;A;SI;A;0;999;0;s;I;S;;;;;
3349;I401;MIOCARDITIS AISLADA;1;30;;9;6;1;;A;SI;A;0;999;0;s;I;N;;;;;
3350;I408;OTRAS MIOCARDITIS AGUDAS;1;30;;9;6;1;;A;SI;A;0;999;0;s;I;N;;;;;
3351;I409;MIOCARDITIS AGUDA  NO ESPECIFICADA;1;30;;9;6;1;;A;SI;A;0;999;0;s;I;S;;;;;
3352;I410;MIOCARDITIS EN ENFERMEDADES BACTERIANAS CLASIFICADAS EN OTRA PARTE;1;30;;9;6;1;;A;SI;A;0;999;0;s;I;N;;;;;
3353;I411;MIOCARDITIS EN ENFERMEDADES VIRALES CLASIFICADAS EN OTRA PARTE;1;30;;9;6;1;;A;SI;A;0;999;0;s;I;N;;;;;
3354;I412;MIOCARDITIS EN OTRAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS CLASIFICADAS EN OTRA PARTE;1;30;;9;6;1;;A;SI;A;0;999;0;s;I;N;;;;;
3355;I418;MIOCARDITIS EN OTRAS ENFERMEDADES CLASIFICADAS EN OTRA PARTE;1;30;;9;6;1;;A;SI;A;0;999;0;s;I;N;;;;;
3356;I420;CARDIOMIOPATIA DILATADA;1;30;;9;6;1;;A;SI;A;0;999;0;s;I;N;;;;;
3357;I421;CARDIOMIOPATIA HIPERTROFICA OBSTRUCTIVA;1;30;;9;6;1;;A;SI;A;0;999;0;s;I;N;;;;;
3358;I422;OTRAS CARDIOMIOPATIAS HIPERTROFICAS;1;30;;9;6;1;;A;SI;A;0;999;0;s;I;N;;;;;
3359;I423;ENFERMEDAD ENDOMIOCARDICA (EOSINOFILICA);1;30;;9;6;1;;A;SI;A;0;999;0;s;I;N;;;;;
3360;I424;FIBROELASTOSIS ENDOCARDICA;1;30;;9;6;1;;A;SI;A;0;999;0;s;I;N;;;;;
3361;I425;OTRAS CARDIOMIOPATIAS RESTRICTIVAS;1;30;;9;6;1;;A;SI;A;0;999;5;s;I;N;;;;;
3362;I426;CARDIOMIOPATIA ALCOHOLICA;1;30;;9;6;1;;A;SI;A;0;999;0;s;I;N;;;;;
3363;I427;CARDIOMIOPATIA DEBIDA A DROGAS Y OTROS AGENTES EXTERNOS;1;30;;9;6;1;;A;SI;A;0;999;0;s;I;N;;;;;
3364;I428;OTRAS CARDIOMIOPATIAS;1;30;;9;6;1;;A;SI;A;0;999;0;s;I;N;;;;;
3365;I429;CARDIOMIOPATIA  NO ESPECIFICADA;1;30;;9;6;1;;A;SI;A;0;999;0;s;I;N;;;;;
3366;I430;CARDIOMIOPATIA EN ENFERMEDADES INFECCIOSAS Y PARASITARIAS CLASIFICADAS EN OTRA PARTE;1;30;;9;6;1;;A;SI;A;0;999;0;s;I;N;;;;;
3367;I431;CARDIOMIOPATIA EN ENFERMEDADES METABOLICAS;1;30;;9;6;1;;A;SI;A;0;999;0;s;I;N;;;;;
3368;I432;CARDIOMIOPATIA EN ENFERMEDADES NUTRICIONALES;1;30;;9;6;1;;A;SI;A;0;999;0;s;I;N;;;;;
3369;I438;CARDIOMIOPATIA EN OTRAS ENFERMEDADES CLASIFICADAS EN OTRA PARTE;1;30;;9;6;1;;A;SI;A;0;999;0;s;I;N;;;;;
3370;I440;BLOQUEO AURICULOVENTRICULAR DE PRIMER GRADO;1;30;;9;6;1;;A;SI;A;0;999;0;s;I;N;;;;;
